transaction_amount,transaction_time,distance_from_home_km,merchant_risk_score,device_trust_score,failed_attempts,previous_transactions,account_age_days,online_transaction,international_transaction,is_fraud
31.28,86027,1.6,0.267,0.694,1,11,743,1,0,0
32.38,85525,14.62,0.306,0.656,0,10,42,1,0,0
35.07,75281,13.08,0.133,0.882,2,10,153,0,0,0
24.19,37437,4.41,0.094,0.885,1,10,1352,0,0,0
53.44,53179,7.64,0.204,0.804,0,10,181,1,0,0
32.77,23118,91.43,0.175,0.966,2,5,299,0,0,0
50.93,84457,18.0,0.084,0.566,0,5,121,1,0,0
57.72,79014,2.3,0.191,0.654,0,12,885,0,0,0
38.2,61904,1.28,0.108,1.0,0,10,1003,1,0,0
40.5,84877,1.07,0.149,0.867,1,6,1040,0,0,0
12.08,79582,12.32,0.388,0.904,0,8,251,1,0,0
17.46,2664,50.18,0.221,0.909,0,9,1348,0,0,0
53.23,34557,44.73,0.225,1.0,0,13,1153,1,0,0
84.68,53254,11.47,0.184,0.942,0,4,1359,0,0,0
5.74,3234,37.23,0.149,0.664,0,7,1569,1,0,0
17.21,46274,34.88,0.25,0.508,0,9,727,0,0,0
27.63,49470,16.49,0.141,0.945,0,8,734,1,1,0
13.42,18561,12.95,0.514,1.0,0,6,2727,0,0,0
14.04,75884,4.98,0.509,0.943,0,10,671,1,0,0
39.64,43513,8.17,0.05,0.86,0,10,128,1,0,0
96.07,12594,10.34,0.185,1.0,1,14,121,1,0,0
5.34,30504,41.88,0.311,0.826,0,9,749,1,0,0
23.66,900,20.13,0.13,0.533,0,6,2639,1,0,0
39.28,40190,5.61,0.112,0.883,0,11,146,1,1,0
50.61,33516,2.52,0.219,0.833,0,10,3431,0,0,0
35.0,55296,17.16,0.137,0.711,0,10,848,1,0,0
110.95,54024,27.44,0.381,0.772,0,13,806,1,0,0
27.75,69825,42.72,0.096,1.0,0,6,1650,0,0,0
77.45,64450,39.9,0.291,0.886,0,11,84,1,1,0
16.17,30841,43.45,0.139,0.908,0,8,2134,1,0,0
28.4,76139,14.85,0.089,0.638,1,11,1094,1,1,0
83.21,33795,152.37,0.525,0.239,1,11,464,1,1,1
55.74,77972,14.7,0.242,0.9,0,7,633,0,0,0
24.62,44092,4.6,0.004,0.544,0,13,666,1,0,0
36.1,47949,12.66,0.234,0.927,0,11,3125,0,1,0
21.1,21209,10.39,0.349,0.468,0,10,785,0,0,0
43.34,4553,12.45,0.368,0.862,1,7,1501,0,0,0
37.26,30714,26.87,0.447,0.979,0,15,104,1,0,0
12.23,15441,26.74,0.107,0.906,0,5,1000,1,0,0
12.81,50906,6.37,0.489,0.731,0,13,550,0,0,0
26.52,23376,9.49,0.172,0.987,0,8,2208,1,0,0
45.95,34378,22.62,0.256,0.678,0,10,70,0,0,0
120.34,13650,2.2,0.356,0.676,0,9,2394,0,0,0
34.55,58831,29.17,0.229,0.993,0,8,325,1,0,0
60.7,4758,4.93,0.231,0.539,0,8,1524,1,0,0
7.46,15307,47.55,0.077,0.639,1,6,1111,0,0,0
135.69,9469,12.84,0.158,0.67,0,12,150,0,0,0
44.02,80437,6.24,0.03,0.828,1,9,443,0,0,0
26.06,72378,27.55,0.517,0.897,0,8,154,0,0,0
23.77,72594,20.19,0.483,0.58,0,8,824,0,0,0
11.18,10520,4.72,0.305,0.714,0,12,87,1,1,0
14.05,48780,43.88,0.238,0.807,0,5,902,0,1,0
125.0,67092,15.1,0.276,0.832,0,13,34,1,1,0
12.29,50709,4.13,0.185,1.0,0,11,95,1,0,0
12.1,29886,39.76,0.115,1.0,0,10,1624,0,0,0
56.86,74032,198.51,0.45,0.938,4,6,376,1,0,1
10.4,49146,86.08,0.079,0.699,0,6,669,1,1,0
27.45,61771,14.58,0.154,0.849,1,12,228,1,0,0
64.79,26613,32.57,0.086,0.939,0,10,1305,1,0,0
16.64,14084,15.04,0.292,0.821,0,6,2468,0,0,0
9.04,10908,5.19,0.336,0.802,0,9,1106,1,0,0
34.24,27396,35.48,0.336,0.921,0,11,466,1,0,0
25.93,45606,8.54,0.25,0.826,0,5,906,1,0,0
60.47,69538,28.68,0.172,0.637,0,9,170,1,0,0
18.85,1360,7.44,0.259,0.79,0,9,395,0,0,0
22.02,74781,6.9,0.043,0.866,0,8,397,0,0,0
24.06,4353,15.29,0.324,0.908,1,11,2989,1,0,0
29.11,82702,42.35,0.096,0.782,0,7,545,0,0,0
19.81,35378,23.77,0.123,0.926,1,9,702,1,0,0
17.4,75542,1.67,0.265,0.736,0,14,1798,0,1,0
6.17,65769,33.09,0.242,0.505,0,9,634,1,1,0
17.25,26649,21.67,0.078,0.73,0,4,114,0,0,0
48.05,76159,24.43,0.19,0.332,0,12,527,0,0,0
53.53,15895,10.91,0.251,0.832,0,13,61,0,0,0
18.6,20872,20.31,0.031,0.586,0,10,1030,1,0,0
76.68,57805,11.63,0.146,0.438,0,8,1509,1,0,0
26.5,33606,2.13,0.153,0.504,0,8,73,0,1,0
9.3,68320,46.52,0.071,0.827,1,9,2123,0,0,0
7.23,65376,28.33,0.349,0.544,1,11,705,0,0,0
71.85,61549,27.75,0.096,0.64,0,7,425,0,0,0
20.12,1351,5.38,0.164,0.792,0,5,103,0,0,0
10.27,65741,27.24,0.343,0.581,0,12,582,1,0,0
4.45,50246,6.6,0.198,0.798,0,5,790,0,1,0
47.7,16568,54.84,0.315,0.856,2,9,108,0,1,1
37.48,72438,10.14,0.254,0.706,1,6,2648,1,0,0
15.52,38270,4.28,0.04,0.772,0,8,791,1,0,0
11.67,62330,59.18,0.119,1.0,0,9,2873,1,0,0
17.47,78222,2.76,0.096,0.808,0,4,512,1,0,0
73.3,54930,35.86,0.118,0.81,0,13,82,1,0,0
8.9,68265,2.68,0.056,1.0,1,8,322,1,0,0
16.23,62417,28.86,0.064,0.768,1,6,435,1,0,0
71.42,57045,2.92,0.076,0.767,0,7,886,1,0,0
40.26,82233,17.77,0.058,0.911,0,8,510,1,0,0
31.29,85013,5.21,0.454,0.688,0,5,960,1,0,0
16.14,15960,50.36,0.324,0.562,0,5,381,1,0,0
27.78,44917,12.83,0.192,0.253,1,6,658,1,0,0
17.63,86015,0.39,0.06,1.0,0,4,3027,1,0,0
13.63,19123,24.73,0.177,0.612,0,9,807,0,0,0
11.43,3336,14.73,0.026,0.704,0,6,102,1,0,0
50.77,35889,49.11,0.069,0.443,0,6,169,0,0,0
25.83,56037,14.19,0.229,0.846,0,8,1412,1,0,0
34.87,40310,13.24,0.14,0.978,0,12,476,1,0,0
30.61,26684,15.13,0.168,1.0,0,12,1508,1,0,0
38.58,15378,49.13,0.233,0.969,0,12,252,1,0,0
22.11,2355,22.1,0.339,0.759,0,6,124,0,0,0
18.44,63286,27.67,0.263,1.0,1,11,194,1,1,0
14.12,57880,31.86,0.245,0.683,0,10,659,1,0,0
8.75,23758,69.32,0.121,0.848,0,8,428,1,0,0
30.82,81220,51.97,0.23,0.569,3,5,572,0,1,1
20.24,53322,65.53,0.075,0.839,0,6,49,1,0,0
7.52,58785,10.51,0.195,0.62,0,9,3497,1,1,0
8.97,77080,6.05,0.017,0.299,0,4,1756,0,0,0
62.41,6737,5.68,0.445,1.0,0,7,36,1,0,0
32.44,73465,48.76,0.079,0.451,0,13,106,1,0,0
18.89,66144,44.39,0.149,0.909,0,9,722,1,0,0
166.88,82531,26.27,0.032,1.0,0,9,75,0,0,0
7.25,45840,1.63,0.241,0.613,0,8,439,1,0,0
59.17,240,9.57,0.163,0.852,0,9,2127,0,1,0
24.8,2052,33.13,0.394,0.759,1,12,484,1,1,0
50.81,5334,7.14,0.576,0.751,1,10,394,1,0,0
29.58,63974,24.46,0.171,0.809,1,12,536,1,0,0
195.21,76132,58.2,0.424,0.547,5,7,130,0,1,1
29.26,20873,7.62,0.447,0.627,1,7,1435,0,1,0
35.46,58758,68.08,0.301,1.0,0,7,158,1,0,0
4.69,83996,7.42,0.18,0.775,0,9,1082,1,0,0
128.41,79664,56.3,0.151,0.629,0,9,389,1,0,0
34.78,57352,19.46,0.32,0.339,0,9,313,1,1,0
46.41,31943,2.41,0.129,0.792,0,11,305,1,0,0
10.67,69052,44.84,0.262,0.637,0,10,837,1,0,0
47.11,54197,39.19,0.17,0.671,0,10,4053,0,0,0
64.82,10469,44.44,0.18,0.829,0,9,1135,0,0,0
33.21,83771,25.41,0.045,0.611,0,12,685,1,0,0
26.91,54579,31.09,0.16,0.775,0,8,391,1,0,0
13.27,16248,59.39,0.179,0.721,0,6,158,1,0,0
22.81,32074,3.42,0.175,1.0,0,11,367,1,1,0
18.0,41738,2.17,0.068,0.798,1,11,483,1,0,0
42.85,36199,3.34,0.417,0.807,0,4,1206,1,1,0
13.74,81482,51.02,0.117,0.666,0,10,578,1,0,0
42.59,27830,20.69,0.27,0.765,0,6,751,1,0,0
13.86,4482,4.84,0.134,1.0,0,11,179,1,0,0
21.98,6252,3.82,0.184,0.842,1,5,1425,0,0,0
44.38,3271,14.74,0.141,0.981,1,10,351,1,0,0
15.44,27828,42.28,0.164,0.982,1,12,198,1,0,0
45.62,60955,40.89,0.042,0.781,0,13,557,1,0,0
42.2,10804,47.64,0.158,1.0,0,10,243,1,0,0
21.83,30455,36.63,0.199,0.616,1,5,471,1,0,0
68.68,42805,1.59,0.105,0.877,1,12,85,0,1,0
28.85,3508,31.84,0.263,1.0,0,13,94,1,1,0
65.49,39744,18.3,0.082,0.568,0,10,105,1,1,0
113.84,20276,32.4,0.306,0.838,0,3,4161,1,0,0
22.35,35879,16.55,0.127,0.639,0,9,2228,1,0,0
45.42,20701,16.52,0.16,1.0,0,7,1250,1,0,0
41.08,51018,28.68,0.242,0.25,0,10,131,1,0,1
11.87,52924,58.91,0.025,0.917,0,11,540,1,0,0
23.19,27618,11.73,0.126,0.631,0,8,1188,1,1,0
9.11,61569,21.83,0.075,0.708,0,13,227,1,0,0
12.81,2095,5.8,0.263,0.346,0,10,1042,0,0,0
43.52,44800,11.51,0.217,0.502,1,10,592,0,0,0
17.98,74554,51.12,0.154,0.855,1,4,974,1,1,0
47.87,60831,5.88,0.138,0.828,0,7,139,1,0,0
34.45,37463,5.77,0.351,0.506,1,9,189,1,0,0
119.21,33537,7.54,0.387,0.775,0,8,1026,0,1,0
41.24,23098,21.37,0.249,0.761,0,11,55,1,0,0
66.11,28546,18.39,0.178,1.0,0,3,535,1,0,0
37.39,74800,4.82,0.094,1.0,0,13,316,0,0,0
34.78,48203,29.44,0.087,0.999,0,6,1022,0,0,0
68.84,48673,59.52,0.166,0.675,1,9,418,0,1,0
46.3,5367,5.54,0.13,0.607,0,5,223,0,0,0
32.07,30525,27.94,0.023,0.859,0,3,1820,0,0,0
31.96,55585,22.07,0.055,0.572,0,11,269,1,0,0
41.7,21014,9.97,0.352,0.694,0,10,429,1,0,0
15.85,80699,24.05,0.059,0.881,0,9,214,0,0,0
15.32,5502,5.89,0.327,0.804,1,12,2444,1,0,0
84.8,26874,44.89,0.143,0.466,0,11,272,0,1,0
120.49,14576,0.56,0.24,0.836,0,11,690,0,0,0
12.9,52123,20.93,0.152,0.593,0,6,1558,1,0,0
15.88,28505,9.6,0.044,0.604,0,9,235,0,1,0
67.63,47660,53.29,0.342,0.566,0,7,5798,0,0,0
41.55,79435,17.3,0.145,0.635,0,4,371,1,0,0
46.58,18026,40.55,0.446,0.493,0,12,2350,1,0,0
55.55,17401,64.37,0.057,0.818,0,2,200,0,0,0
22.36,63035,10.17,0.319,0.473,0,6,287,1,0,0
35.3,53194,53.08,0.159,0.829,0,12,1096,0,0,0
33.17,71153,32.39,0.085,0.879,0,7,203,0,0,0
13.64,77201,2.86,0.356,0.811,0,6,1172,1,0,0
34.89,32412,2.74,0.065,0.784,1,7,486,0,0,0
72.98,4471,42.5,0.217,0.529,0,15,302,1,0,0
20.75,47014,15.79,0.009,0.949,0,13,169,1,0,0
30.63,49838,17.09,0.232,0.67,0,12,154,1,1,0
31.99,20850,55.47,0.417,0.768,0,13,1046,0,0,0
21.59,20634,58.53,0.163,0.709,0,10,1752,1,0,0
46.6,14877,2.99,0.292,0.967,0,6,2652,0,0,0
15.74,78505,11.7,0.141,0.862,0,8,473,1,0,0
78.74,80970,56.4,0.052,0.389,0,6,921,0,0,0
44.74,71491,42.85,0.263,1.0,0,11,484,1,1,0
12.81,12131,31.91,0.465,0.847,0,6,916,1,0,0
105.47,11136,2.69,0.211,0.687,1,7,429,0,0,0
31.02,85419,24.27,0.072,0.749,0,8,1011,0,0,0
15.21,11110,21.8,0.263,0.926,0,5,1415,1,0,0
13.42,1444,117.1,0.445,0.003,3,9,719,0,0,1
40.28,80544,37.16,0.467,0.828,0,12,465,1,0,0
6.57,27504,9.35,0.267,0.838,0,9,3906,1,0,0
17.8,31713,24.23,0.132,0.944,1,9,276,1,0,0
33.9,30373,11.23,0.173,0.969,0,9,283,0,0,0
4.82,21660,2.2,0.072,0.794,0,12,233,1,0,0
29.02,48308,18.6,0.328,0.655,0,7,1124,1,0,0
30.77,20771,9.16,0.258,0.931,1,7,778,1,0,0
10.52,13927,1.85,0.062,0.71,0,10,3597,1,1,0
33.67,80494,5.53,0.347,0.709,1,7,389,1,0,0
27.28,21252,24.11,0.166,0.828,0,7,4905,0,0,0
10.45,59027,2.67,0.183,0.867,0,8,2135,1,0,0
56.58,54748,2.29,0.104,0.789,1,10,1765,1,0,0
53.0,31559,72.07,0.034,0.842,0,6,358,0,0,0
21.5,78747,2.84,0.423,0.718,0,11,370,1,1,0
23.13,62896,11.79,0.1,0.418,0,9,1811,1,0,0
48.47,64680,3.58,0.18,0.765,1,6,40,1,0,0
23.09,27025,70.03,0.236,0.699,0,15,1389,0,1,0
5.79,53405,16.4,0.199,0.706,0,6,289,1,1,0
40.03,71735,2.94,0.323,0.365,0,10,387,0,0,0
14.15,17480,36.61,0.172,0.545,0,8,2181,1,0,0
19.85,17353,37.94,0.049,0.289,0,7,313,1,0,0
87.03,56055,57.87,0.242,0.758,0,12,690,1,0,0
24.36,51672,30.58,0.312,0.907,1,7,345,0,0,0
27.15,61018,1.41,0.433,0.982,0,7,1234,1,0,0
40.76,65729,19.98,0.064,0.908,0,6,471,1,0,0
40.62,13047,12.11,0.412,0.663,0,6,989,1,0,0
13.0,83172,34.52,0.245,0.821,0,6,158,0,0,0
25.84,17178,22.35,0.391,0.726,0,11,365,1,0,0
27.91,16082,32.29,0.167,0.684,0,9,2738,1,0,0
33.7,63753,4.97,0.267,0.798,1,6,264,1,0,0
34.17,37958,14.37,0.349,0.667,1,11,65,1,0,0
214.85,41050,14.15,0.403,0.8,0,10,1369,0,0,0
10.58,44637,99.05,0.643,0.944,1,8,2191,1,0,0
59.39,72779,0.48,0.329,0.518,0,6,624,0,0,0
69.87,47548,42.33,0.24,0.566,0,9,1701,0,0,0
40.21,7364,2.55,0.219,0.942,0,8,1266,1,0,0
16.11,31927,2.09,0.264,0.758,0,6,414,1,0,0
102.69,53324,9.94,0.091,0.822,0,11,630,1,0,0
4.69,77247,30.16,0.164,0.667,1,11,1444,1,0,0
15.7,83240,28.36,0.32,0.623,0,13,1323,1,1,0
69.22,36227,24.71,0.323,0.625,0,13,198,1,0,0
20.16,2369,37.24,0.083,0.683,0,11,391,1,0,0
97.24,18852,6.61,0.234,0.69,0,11,190,1,0,0
8.09,43553,25.12,0.138,0.702,0,7,1815,1,0,0
11.14,11569,25.41,0.156,0.678,0,7,2266,1,0,0
17.72,20421,26.56,0.11,0.646,2,6,1154,1,0,0
37.86,16729,22.56,0.436,0.63,1,5,151,1,0,0
22.7,31434,6.26,0.355,0.976,0,10,966,1,0,0
18.31,50816,61.42,0.381,0.885,0,11,2066,1,0,0
84.46,53025,93.25,0.292,0.77,1,8,496,1,0,0
90.99,38148,29.21,0.46,1.0,1,8,189,1,0,0
19.46,40619,14.68,0.097,0.875,0,9,278,1,0,0
6.9,27282,19.26,0.072,0.672,0,6,146,1,1,0
4.83,71828,2.87,0.114,0.98,1,12,862,1,0,0
32.83,34680,11.29,0.195,0.777,1,9,87,1,1,0
45.82,77413,93.38,0.183,1.0,0,12,324,1,0,0
28.51,62926,19.84,0.056,0.863,0,13,460,0,1,0
25.62,24434,20.56,0.027,0.622,0,10,317,1,0,0
14.24,62205,76.97,0.195,0.829,1,11,809,1,0,0
45.79,59153,54.37,0.038,0.454,1,7,293,0,0,0
103.81,8058,21.02,0.105,0.697,0,13,53,1,1,0
4.6,38448,7.83,0.141,1.0,0,11,2592,1,0,0
25.48,19644,3.11,0.124,0.848,0,6,2491,0,0,0
12.47,67648,49.81,0.263,0.421,1,10,592,1,0,0
8.23,41635,63.17,0.129,0.936,0,9,65,1,0,0
10.98,63711,17.04,0.361,0.696,0,14,200,0,0,0
36.74,33243,2.48,0.29,0.718,0,5,149,0,0,0
37.49,325,23.3,0.259,0.712,0,11,813,1,0,0
87.2,56838,11.45,0.395,0.474,0,12,2489,1,0,0
27.3,85183,4.3,0.067,0.781,0,7,186,0,0,0
6.64,40807,62.88,0.275,0.585,0,4,765,0,0,0
22.41,84055,6.84,0.097,0.985,0,10,974,0,0,0
8.94,81353,31.05,0.263,0.645,0,8,1200,1,0,0
10.32,20637,14.03,0.178,0.869,0,7,2990,0,0,0
43.14,75024,44.0,0.055,0.734,0,13,240,1,0,0
31.67,54187,30.17,0.315,0.838,0,13,244,0,0,0
43.38,64843,3.29,0.163,0.396,1,8,1513,0,0,0
20.37,65817,14.93,0.172,0.594,0,8,1410,1,0,0
51.03,33424,7.52,0.058,0.879,0,8,1429,1,0,0
19.48,2210,31.26,0.446,0.603,0,6,68,1,0,0
66.24,31851,19.67,0.391,0.661,0,11,366,1,0,0
35.72,74628,10.39,0.181,0.437,0,13,3010,0,0,0
22.97,40236,9.99,0.322,0.978,0,7,1583,0,1,0
32.13,45386,3.04,0.057,0.913,0,7,1341,1,0,0
26.73,85289,6.01,0.134,0.565,1,12,119,1,0,0
97.21,36701,31.25,0.408,0.755,1,6,646,1,0,0
32.99,56507,23.53,0.017,0.842,0,6,957,1,0,0
27.08,59831,10.99,0.257,0.851,0,8,561,1,0,0
22.4,51687,45.21,0.083,0.831,0,12,1412,1,0,0
53.23,62675,16.56,0.223,0.985,1,6,321,1,0,0
47.77,43543,39.55,0.195,0.132,0,7,715,1,0,0
21.78,64450,37.99,0.116,0.818,0,10,1655,1,0,0
10.76,64215,47.1,0.333,0.785,0,10,346,0,0,0
13.18,49801,47.39,0.177,0.847,0,13,988,1,0,0
23.4,21144,28.41,0.314,0.859,0,7,292,0,0,0
79.77,85211,34.6,0.317,0.72,0,8,1443,0,0,0
22.19,60265,37.5,0.188,1.0,0,8,1299,0,0,0
16.86,52173,4.63,0.128,0.683,0,11,1288,1,0,0
6.63,67584,8.93,0.145,0.919,0,10,1264,1,1,0
91.0,61422,2.75,0.133,0.568,0,13,2572,1,0,0
42.74,27672,5.25,0.183,0.804,0,13,2481,1,0,0
51.25,70859,37.66,0.109,0.977,0,13,911,1,0,0
58.52,43887,73.49,0.052,0.886,1,6,1486,1,0,0
23.77,1894,27.99,0.114,0.816,0,7,1286,1,0,0
29.01,5320,54.3,0.216,0.283,1,10,2463,0,0,0
89.2,36744,9.57,0.365,0.856,0,14,2111,1,0,0
31.3,13225,46.74,0.038,0.893,0,11,172,1,1,0
43.38,28125,10.34,0.106,0.746,0,6,2751,0,0,0
54.4,6887,56.15,0.272,0.799,0,10,312,1,1,0
45.35,63448,39.99,0.032,0.815,0,7,266,1,1,0
24.47,8145,102.76,0.355,0.889,0,5,2398,1,0,0
26.39,20561,43.9,0.288,0.828,0,11,2540,1,0,0
50.51,33370,12.7,0.585,0.97,1,5,710,1,0,0
50.44,85675,2.92,0.051,0.761,0,5,761,0,0,0
69.03,47031,51.84,0.071,0.501,0,10,146,1,0,0
42.13,32289,21.17,0.214,0.931,0,7,82,1,0,0
43.7,20453,48.82,0.385,0.968,0,11,1491,0,0,0
18.97,48389,12.24,0.18,0.934,0,6,266,0,0,0
17.03,47759,0.73,0.287,1.0,0,7,1485,1,0,0
50.63,38102,1.35,0.323,0.797,1,8,2353,1,0,0
17.13,74715,27.75,0.163,0.819,0,11,467,1,0,0
26.67,20618,3.04,0.398,0.631,0,5,2249,1,1,0
81.71,35886,34.21,0.503,1.0,0,11,220,1,0,0
71.98,1083,13.59,0.024,0.323,0,8,496,1,1,0
17.74,50236,147.4,0.298,0.786,6,8,1320,1,1,1
21.39,50901,40.39,0.153,0.737,0,9,900,0,0,0
24.56,52318,7.29,0.212,0.575,0,9,207,1,0,0
54.28,58999,13.31,0.131,0.587,0,4,453,1,0,0
26.33,69082,32.69,0.204,0.56,0,8,380,1,0,0
17.35,64218,62.66,0.063,1.0,0,12,367,1,0,0
71.71,34118,8.57,0.129,0.926,1,8,1101,1,1,0
31.35,18378,24.37,0.385,0.789,1,5,894,0,0,0
17.08,14140,75.51,0.232,0.454,0,16,577,1,0,0
39.77,82663,26.16,0.32,0.722,0,11,354,1,0,0
58.97,36050,55.82,0.13,0.499,0,12,895,0,0,0
12.11,53285,70.22,0.11,0.886,0,7,384,0,0,0
23.1,6611,66.25,0.347,0.889,0,8,281,0,0,0
22.26,43324,35.52,0.331,0.625,0,8,805,1,1,0
38.93,58450,20.08,0.171,0.866,0,4,1263,0,0,0
44.95,52579,2.54,0.241,1.0,0,9,398,0,0,0
59.16,61978,46.31,0.463,0.348,5,11,70,1,1,1
8.21,36753,7.39,0.187,0.696,0,8,1467,0,1,0
61.89,22140,0.85,0.203,0.62,0,8,112,0,1,0
11.07,39209,2.69,0.288,0.806,0,7,631,1,0,0
33.68,7976,8.73,0.106,1.0,0,7,3172,0,0,0
24.4,20537,2.38,0.143,0.784,0,9,615,0,0,0
30.88,32039,4.64,0.295,0.683,0,9,524,1,0,0
101.59,58826,1.4,0.227,0.861,0,9,122,0,0,0
308.16,67485,13.47,0.18,0.718,0,9,2715,1,0,0
7.34,59787,43.05,0.377,0.814,0,10,36,1,0,0
59.57,21877,41.82,0.223,0.851,1,7,420,1,0,0
23.93,3133,58.82,0.094,0.872,0,7,740,0,1,0
62.7,11709,34.22,0.3,0.549,0,8,101,0,1,0
58.31,2134,7.01,0.152,0.808,1,13,355,1,0,0
83.75,33378,30.3,0.293,0.553,0,6,469,0,0,0
34.05,40334,35.04,0.283,0.561,1,7,2758,1,0,0
13.31,58491,19.58,0.039,0.971,1,10,578,0,1,0
56.95,22501,41.13,0.092,1.0,0,4,316,1,1,0
29.8,32731,1.85,0.059,0.877,1,8,1903,0,0,0
13.09,26906,38.13,0.302,0.844,3,8,64,1,1,1
18.52,35329,16.34,0.23,0.762,0,13,725,1,0,0
60.65,33596,40.9,0.163,0.872,0,5,69,1,1,0
97.78,18079,3.42,0.087,0.74,0,11,1188,1,0,0
10.42,43164,5.98,0.116,0.491,1,10,1561,0,0,0
44.59,43233,20.45,0.077,0.814,1,6,660,0,0,0
20.13,76608,73.53,0.179,0.422,2,12,187,0,0,0
8.38,22158,2.17,0.138,0.388,1,15,275,0,0,0
30.51,36233,34.0,0.276,0.762,0,10,34,0,0,0
13.92,49417,5.75,0.394,0.933,0,12,78,1,0,0
7.67,34057,2.79,0.266,0.835,0,12,299,0,0,0
14.51,38179,12.55,0.087,0.833,0,9,1194,0,0,0
11.91,27967,21.87,0.236,0.58,0,10,1725,1,0,0
16.16,82392,43.86,0.132,0.753,0,10,153,0,0,0
9.39,54344,25.18,0.014,0.819,0,8,711,1,1,0
19.76,76303,16.92,0.366,0.779,0,8,508,1,0,0
15.32,1896,8.41,0.074,0.736,0,7,2046,1,0,0
36.62,19538,8.65,0.307,0.599,0,12,163,1,0,0
43.59,58233,36.8,0.183,0.907,1,10,7188,0,0,0
33.39,11691,3.03,0.239,0.86,0,8,234,1,0,0
22.46,83531,3.96,0.251,0.723,0,4,168,0,0,0
21.98,22818,31.8,0.033,0.748,0,5,825,1,1,0
13.88,20860,81.13,0.32,1.0,0,8,4789,1,0,0
14.15,64050,3.2,0.181,0.798,0,8,195,0,0,0
47.6,32106,23.5,0.102,0.602,0,7,171,1,0,0
6.63,24761,6.83,0.154,0.962,0,11,64,1,0,0
25.42,78852,0.65,0.053,0.738,0,9,313,1,1,0
20.93,77733,44.63,0.372,0.473,0,5,376,1,0,0
43.79,36101,17.76,0.18,0.947,0,10,601,1,0,0
8.67,84146,0.6,0.29,0.748,0,12,579,1,1,0
27.38,3213,56.45,0.304,0.714,0,6,218,0,0,0
35.67,68053,19.18,0.087,0.789,1,6,370,1,0,0
5.91,29676,33.4,0.201,0.733,1,10,149,1,0,0
11.48,11240,13.77,0.2,0.616,2,9,1077,1,1,0
25.19,14906,5.11,0.508,0.872,0,9,88,1,0,0
40.91,85022,15.66,0.063,0.773,0,6,71,1,0,0
31.37,20002,8.48,0.229,0.776,0,3,106,1,0,0
42.45,20227,8.8,0.109,0.782,0,11,1317,1,0,0
11.43,82440,25.81,0.064,0.768,1,8,366,0,0,0
7.61,654,2.47,0.078,0.789,0,10,520,1,1,0
29.01,65577,12.65,0.136,0.933,0,4,3135,1,0,0
10.14,64698,19.78,0.145,0.886,0,12,907,1,0,0
13.57,80468,30.93,0.128,0.986,0,10,2011,1,0,0
57.16,76639,25.05,0.111,0.788,1,10,655,1,0,0
31.54,59167,54.34,0.314,0.803,0,9,268,1,0,0
17.21,13135,121.94,0.35,0.644,0,10,3100,0,0,0
46.69,67049,12.21,0.518,0.397,5,12,188,0,0,1
44.56,85656,36.11,0.132,0.698,0,7,56,1,0,0
32.12,64183,28.96,0.167,0.937,1,8,137,1,1,0
10.26,9472,0.9,0.194,0.699,0,13,249,1,0,0
5.71,37692,19.06,0.187,0.867,0,15,718,0,1,0
122.17,27714,27.25,0.279,0.526,1,8,2263,0,0,0
10.2,41179,13.32,0.216,0.615,0,10,1285,1,0,0
60.51,60738,14.45,0.575,0.424,6,13,477,1,1,1
90.79,53161,19.55,0.147,0.911,0,9,103,1,0,0
137.07,44767,59.02,0.278,0.325,4,5,1368,1,1,1
16.77,26608,7.56,0.121,0.771,0,8,605,1,0,0
8.66,23610,12.73,0.269,0.596,0,9,88,1,0,0
8.57,3249,26.47,0.122,0.797,0,8,634,1,0,0
36.65,16844,5.15,0.022,0.921,0,4,2101,0,0,0
86.56,82209,45.03,0.345,0.985,0,13,214,0,0,0
19.76,64835,27.42,0.234,0.642,0,15,54,1,0,0
137.82,30901,27.21,0.376,0.3,1,9,285,0,1,1
47.37,59857,32.02,0.277,0.62,1,14,822,1,1,0
15.66,223,8.19,0.425,0.677,0,9,369,0,0,0
33.77,2445,37.23,0.19,1.0,0,10,1099,1,0,0
28.03,82373,1.83,0.196,0.567,0,8,57,1,0,0
19.54,45418,13.91,0.281,0.828,0,13,493,0,0,0
26.78,30544,7.58,0.211,0.906,0,8,358,1,0,0
177.03,60066,62.43,0.363,0.408,3,10,1315,1,1,1
43.98,5911,34.93,0.485,0.68,0,14,1087,1,0,0
64.97,12880,46.11,0.067,0.975,0,5,883,1,0,0
13.0,44835,26.36,0.031,0.699,0,12,64,0,1,0
65.15,25266,39.66,0.247,0.634,0,10,329,1,0,0
45.21,5479,14.44,0.276,0.646,0,8,807,1,0,0
8.17,3386,28.33,0.046,0.873,2,9,534,1,0,0
41.76,53853,0.79,0.159,0.715,0,8,1392,0,0,0
17.98,21208,53.16,0.269,0.86,0,6,690,0,1,0
7.87,38933,28.86,0.068,0.708,0,7,178,1,1,0
30.08,18852,50.27,0.213,0.952,1,6,2222,0,0,0
41.73,55242,36.84,0.197,1.0,0,12,1056,1,0,0
30.61,29821,8.44,0.327,0.779,2,10,121,1,0,0
24.85,65291,7.97,0.215,0.673,0,10,51,1,1,0
20.81,51467,40.19,0.139,0.548,0,10,912,0,1,0
195.05,20309,5.11,0.217,0.837,0,10,1508,1,0,0
